Date,Open,High,Low,Close,Adj Close,Volume
2018-04-01,1529.140015,1592.040039,1482.900024,1541.880005,1541.880005,69635590000
2018-05-01,1541.770020,1651.109985,1527.709961,1633.609985,1633.609985,75607280000
2018-06-01,1635.400024,1708.099976,1630.060059,1643.069946,1643.069946,77439710000
2018-07-01,1641.729980,1708.560059,1631.060059,1670.800049,1670.800049,64542170000
2018-08-01,1670.869995,1742.089966,1657.540039,1740.750000,1740.750000,69238220000
2018-09-01,1740.800049,1740.800049,1686.989990,1696.569946,1696.569946,62492080000
2018-10-01,1697.829956,1703.810059,1459.160034,1511.410034,1511.410034,91327930000
2018-11-01,1512.680054,1586.170044,1465.250000,1533.270020,1533.270020,80080110000
2018-12-01,1536.329956,1553.339966,1266.920044,1348.560059,1348.560059,83472570000
2019-01-01,1346.109985,1500.739990,1325.180054,1499.420044,1499.420044,80379630000
2019-02-01,1499.530029,1602.099976,1494.369995,1575.550049,1575.550049,70183430000
2019-03-01,1577.500000,1594.239990,1494.989990,1539.739990,1539.739990,78573340000
2019-04-01,1542.890015,1603.079956,1542.890015,1591.209961,1591.209961,69604840000
2019-05-01,1593.479980,1618.369995,1461.469971,1465.489990,1465.489990,76860120000
2019-06-01,1465.880005,1570.739990,1460.489990,1566.569946,1566.569946,70881390000
2019-07-01,1574.650024,1599.400024,1543.560059,1574.609985,1574.609985,70349470000
2019-08-01,1574.930054,1587.810059,1450.319946,1494.839966,1494.839966,79599440000
2019-09-01,1494.030029,1590.500000,1467.469971,1523.369995,1523.369995,73992330000
2019-10-01,1523.849976,1581.130005,1462.219971,1562.449951,1562.449951,77564550000
2019-11-01,1569.199951,1634.770020,1569.199951,1624.500000,1624.500000,72179920000
2019-12-01,1626.560059,1681.680054,1589.729980,1668.469971,1668.469971,72054000000
2020-01-01,1675.900024,1715.079956,1610.640015,1614.060059,1614.060059,77104420000
2020-02-01,1618.800049,1698.910034,1448.209961,1476.430054,1476.430054,84292270000
2020-03-01,1476.589966,1539.739990,966.219971,1153.099976,1153.099976,161801100000
2020-04-01,1127.729980,1373.390015,1035.390015,1310.660034,1310.660034,123163450000
2020-05-01,1280.579956,1450.369995,1181.089966,1394.040039,1394.040039,106799100000
2020-06-01,1396.290039,1537.619995,1343.599976,1441.369995,1441.369995,131044000000
2020-07-01,1443.290039,1507.239990,1384.099976,1480.430054,1480.430054,97197020000
2020-08-01,1485.489990,1603.599976,1483.369995,1561.880005,1561.880005,84402300000
2020-09-01,1561.099976,1595.040039,1432.569946,1507.689941,1507.689941,92084120000
2020-10-01,1508.599976,1652.050049,1498.109985,1538.479980,1538.479980,89737600000
2020-11-01,1540.859985,1862.170044,1540.859985,1819.819946,1819.819946,100977880000
2020-12-01,1822.920044,2026.239990,1817.020020,1974.859985,1974.859985,96056410000
2021-01-01,1975.780029,2194.860107,1927.150024,2073.639893,2073.639893,105548790000
2021-02-01,2075.010010,2318.090088,2075.010010,2201.050049,2201.050049,98596960000
2021-03-01,2203.030029,2360.169922,2085.120117,2220.520020,2220.520020,116552180000
2021-04-01,2225.290039,2322.909912,2171.679932,2266.449951,2266.449951,79003470000
2021-05-01,2268.620117,2288.570068,2132.250000,2268.969971,2268.969971,75155370000
2021-06-01,2270.379883,2350.699951,2229.580078,2310.550049,2310.550049,85705180000
2021-07-01,2312.570068,2332.949951,2107.070068,2226.250000,2226.250000,66496430000
2021-08-01,2228.030029,2286.360107,2122.239990,2273.770020,2273.770020,63217960000
2021-09-01,2274.209961,2309.969971,2155.340088,2204.370117,2204.370117,66268850000
2021-10-01,2205.909912,2321.469971,2188.689941,2297.189941,2297.189941,61874700000
2021-11-01,2298.080078,2458.860107,2175.679932,2198.909912,2198.909912,67520800000
2021-12-01,2203.120117,2276.750000,2107.679932,2245.310059,2245.310059,68699830000
2022-01-01,2246.709961,2288.300049,1901.359985,2028.449951,2028.449951,73279440000
2022-02-01,2028.780029,2105.209961,1894.449951,2048.090088,2048.090088,73167790000
2022-03-01,2047.239990,2138.449951,1932.709961,2070.129883,2070.129883,100978320000
2022-04-01,2071.219971,2103.360107,1860.579956,1864.099976,1864.099976,74784850000
2022-05-01,1863.660034,1952.750000,1701.150024,1783.430054,1783.430054,43284490000
